307,男性,水泳平泳ぎ
246,女性,水泳平泳ぎ
341,男性,水泳クロール
273,女性,水泳クロール
239,男性,ランニング
191,女性,ランニング
205,男性,ジョギング
164,女性,ジョギング
137,男性,野球
109,女性,野球
307,男性,サッカー
246,女性,サッカー
205,男性,テニス
164,女性,テニス
205,男性,バドミントン
164,女性,バドミントン
239,男性,バスケットボール
191,女性,バスケットボール
102,男性,バレーボール
82,女性,バレーボール
307,男性,ラグビー
246,女性,ラグビー
85,男性,ウォーキング
68,女性,ウォーキング
